Mod:Item:MetaData, Localized Name
harvestcraft:saucepanitem, Saucepan
harvestcraft:bakewareitem, Bakeware
harvestcraft:mortarandpestleitem, Mortar and Pestle
harvestcraft:mixingbowlitem, Mixing Bowl
harvestcraft:juiceritem, Juicer
harvestcraft:anchovyrawitem, Raw Anchovy
harvestcraft:bassrawitem, Raw Bass
harvestcraft:carprawitem, Raw Carp
harvestcraft:catfishrawitem, Raw Catfish
harvestcraft:charrrawitem, Raw Charr
harvestcraft:clamrawitem, Raw Clam
harvestcraft:crabrawitem, Raw Crab
harvestcraft:crayfishrawitem, Raw Crayfish
harvestcraft:eelrawitem, Raw Eel
harvestcraft:frograwitem, Raw Frog
harvestcraft:grouperrawitem, Raw Grouper
harvestcraft:herringrawitem, Raw Herring
harvestcraft:jellyfishrawitem, Raw Jellyfish
harvestcraft:mudfishrawitem, Raw Mudfish
harvestcraft:octopusrawitem, Raw Octopus
harvestcraft:perchrawitem, Raw Perch
harvestcraft:scalloprawitem, Raw Scallop
harvestcraft:shrimprawitem, Raw Shrimp
harvestcraft:snailrawitem, Raw Snail
harvestcraft:snapperrawitem, Raw Snapper
harvestcraft:tilapiarawitem, Raw Tilapia
harvestcraft:troutrawitem, Raw Trout
harvestcraft:tunarawitem, Raw Tuna
harvestcraft:turtlerawitem, Raw Turtle
harvestcraft:walleyerawitem, Raw Walleye
harvestcraft:greenheartfishitem, Green Heart Fish
harvestcraft:sardinerawitem, Raw Sardine
harvestcraft:musselrawitem, Raw Mussel
harvestcraft:rawtofishitem, Raw Tofish
harvestcraft:oysterrawitem, Raw Oyster
harvestcraft:hardenedleatheritem, Hardened Leather
harvestcraft:hardenedleatherhelmitem, Hardened Leather Helm
harvestcraft:hardenedleatherchestitem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsitem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsitem, Hardened Leather Boots
harvestcraft:harvestpumpkinitem, Pumpkin
minecraft:cod, Raw Fish
minecraft:cooked_cod, Cooked Fish
minecraft:salmon, Raw Salmon
minecraft:cooked_salmon, Cooked Salmon
minecraft:clownfish, Clownfish
minecraft:pufferfish, Pufferfish
byg:cherryleavespink, Pink Cherry Leaves
byg:cherryleaveswhite, White Cherry Leaves
byg:cherrylog, Cherry Log
byg:cherryplanks, Cherry Planks
byg:cikaleaves, Cika Leaves
byg:cikalog, Cika Log
byg:cikaplanks, Cika Planks
byg:enchantedleavesblue, Blue Enchanted Leaves
byg:enchantedleavespink, Pink Enchanted Leaves
byg:enchantedleavespurple, Purple Enchanted Leaves
byg:enchantedlog, Blue Enchanted Log
byg:enchantedplanks, Blue Enchanted Planks
byg:greatoakleaves, Great Oak Leaves
byg:greatoaklog, Great Oak Log
byg:greatoakplanks, Great Oak Planks
byg:jacarandaleaves, Jacaranda Leaves
byg:jacarandalog, Jacaranda Log
byg:jacarandaplanks, Jacaranda Planks
byg:mangroveleaves, Mangrove Leaves
byg:mangrovelog, Mangrove Log
byg:mangroveplanks, Mangrove Planks
byg:mapleleavesred, Red Maple Leaves
byg:mapleleavessilver, Silver Maple Leaves
byg:maplelog, Maple Log
byg:mapleplanks, Maple Planks
byg:frozenoakleaves, Frozen Oak Leaves
byg:frozenoaklog, Frozen Oak Log
byg:frozenoakplanks, Frozen Oak Planks
byg:oakleavesdrybrown, Dry Brown Oak Leaves
byg:oakleavesdrygreen, Green Dry Oak Leaves
byg:oakleavesorange, Orange Oak Leaves
byg:oakleavesred, Red Oak Leaves
byg:orchardleaves, Orchard Leaves
byg:orchardleavesapple, Apple Orchard Leaves
byg:orchardleavesflowering, Flowering Orchard Leaves
byg:paloverdeleaves, Palo Verde Leaves
byg:paloverdeleavesflowering, Flowering Palo Verde Leaves
byg:paloverdelog, Palo Verde Log
byg:pineleaves, Pine Leaves
byg:pinelog, Pine Log
byg:pineplanks, Pine Planks
byg:skyrisleaves, Skyris Leaves
byg:skyrisleavesgreenapple, Green Apple Skyris Leaves
byg:skyrislog, Skyris Log
byg:skyrisplanks, Skyris Planks
byg:sonorancactus, Sonoran Cactus
byg:sonorancactusflowering, Flowering Sonoran Cactus
byg:spruceleavesblue, Blue Spruce Leaves
byg:spruceleavesorange, Orange Spruce Leaves
byg:spruceleavesred, Red Spruce Leaves
byg:spruceleavesyellow, Yellow Spruce Leaves
byg:stellataleavespink, Pink Stellata Leaves
byg:stellataleaveswhite, Stellata Leaves White
byg:willowleaves, Willow Leaves
byg:willowlog, Willow Log
byg:willowplanks, Willow Planks
byg:birchleavesyellow, Yellow Birch Leaves
byg:zelkovaleaves, Zelkova Leaves
byg:zelkovalog, Zelkova Log
byg:zelkovaplanks, Zelkova Planks
byg:glowshroomblockblue, Blue Glowshroom Block
byg:glowshroomblockpurple, Purple Glowshroom Block
byg:glowshroomstemyellow, Yellow Glowshroom Stem
byg:meadowgrass, Meadow Grass Block
byg:meadowdirt, Meadow Dirt Block
byg:pasturegrass, Pasture Grass Block
byg:pasturdirt, Pasture Dirt Block
byg:peatgrass, Peat Grass Block
byg:peatdirt, Peat Dirt Block
byg:mudblock, Mud Block
byg:mudbricks, Mud Bricks
byg:mudballs, Mud Ball
byg:whitesand, White Sand
byg:pinkallium, Pink Allium
byg:redcornflower, Red Cornflower
byg:sacreddatura, Sacred Datura
byg:firecracker, Firecracker
byg:kovan, Kovan
byg:orangedaisy, Orange Daisy
byg:pinkorchid, Pink Orchid
byg:californiapoppy, California Poppy
byg:purpleorchid, Purple Orchid
byg:redorchid, Red Orchid
byg:cyanrose, Cyan Rose
byg:rose, Rose
byg:cyantulip, Cyan Tulip
byg:greentuilp, Green Tulip
byg:magentatulip, Magenta Tulip
byg:purpletulip, Purple Tulip
byg:yellowtulip, Yellow Tulip
byg:tinylilypad, Tiny Lily Pad
byg:leafpile, Leaf Pile
byg:leafpiledead, Dead Leaf Pile
byg:deadgrass, Dead Grass
byg:glowcaneblockblue, Blue Glowcane Block
byg:glowcaneblockred, Red Glowcane Block
byg:glowcaneblue, Blue Glowcane
byg:glowcanered, Red Glowcane
byg:glowcanedustred, Red Glowcane Dust
byg:glowcanedustblue, Blue Glowcane Dust
byg:blueberrybush, Blueberry Bush
byg:strawberrybush, Strawberry Bush
byg:rudostalk, Rudo Stalk
byg:blueberry, Blueberry
byg:strawberry, Strawberry
byg:rudobeans, Rudo Beans
byg:rudobeansroasted, Roasted Rudo Beans
byg:goldenbeetroot, Golden Beetroot
byg:greenapple, Green Apple
byg:cookedcarrot, Cooked Carrot
byg:cookedflesh, Cooked Flesh
byg:cookedspidereye, Cooked Spidereye
byg:cookedpufferfish, Cooked Pufferfish
byg:cookedtropicalfish, Cooked Tropical Fish
byg:glowshroomsoupblue, Blue Glowshroom Soup
byg:glowshroomsouppurple, Purple Glowshroom Soup
byg:blueberrypie, Blueberry Pie
byg:strawberrypie, Strawberry Pie
byg:greenapplepie, Green Apple Pie
byg:pumpkinmash, Pumpkin Mash
byg:pumpkinbread, Pumpkin Bread
byg:cookedpumpkinseeds, Cooked Pumpkin Seeds
byg:carrotsoup, Carrot Soup
byg:tropicalfishsoup, Tropical Fish Soup
byg:spidereyesoup, Spider Eye Soup
byg:glowcelium, Glowcelium
byg:redwoodleaves, Redwood Leaves
byg:redwoodlog, Redwood Log
byg:redwoodplanks, Redwood Planks
byg:byglogo, BYG Logo
byg:cherrybookshelf, Cherry Bookshelf
byg:cikabookshelf, Cika Bookshelf
byg:enchantedbookshelf, Blue Enchanted Bookshelf
byg:greatoakbookshelf, Great Oak Bookshelf
byg:jacarandabookshelf, Jacaranda Bookshelf
byg:mangrovebookshelf, Mangrove Bookshelf
byg:maplebookshelf, Maple Bookshelf
byg:frozenoakbookshelf, Frozen Oak Bookshelf
byg:pinebookshelf, Pine Bookshelf
byg:skyrisbookshelf, Skyris Bookshelf
byg:willowbookshelf, Willow Bookshelf
byg:zelkovabookshelf, Zelkova Bookshelf
byg:redwoodbookshelf, Redwood Bookshelf
byg:poisionivy, Poision Ivy
byg:tamreliteore, Tamrelite Ore
byg:tamrelitegem, Tamrelite Gem
byg:tamrelitesword, Tamrelite Sword
byg:tamrelitepickaxe, Tamrelite 
byg:tamreliteaxe, Tamrelite Axe
byg:tamreliteshovel, Tamrelite Shovel
byg:tamrelitehoe, Tamrlite Hoe
byg:tamrelitearmourhelmet, Tamrelite Helmet
byg:tamrelitearmourbody, Tamrelite Body
byg:tamrelitearmourlegs, Tamrelite Leggings
byg:tamrelitearmourboots, Tamrelite Boots
byg:tamreliteblock, Tamrelite Block
byg:stonespike, Stone Spike
byg:clover, Clover
byg:minicactus, Mini Cactus
byg:crate, Crate
byg:blacksand, Black Sand
byg:pendoriteore, Pendorite Ore
byg:pendoritegem, Pendorite Gem
byg:stonestick, Stone Stick
byg:pendoritesword, Pendorite Sword
byg:pendoritepickaxe, Pendorite Pickaxe
byg:pendoriteaxe, Pendorite Axe
byg:pendoriteshovel, Pendorite Shovel
byg:pendoritehoe, Pendorite Hoe
byg:pendoritearmourhelmet, Pendorite Helmet
byg:pendoritearmourbody, Pendorite Body
byg:pendoritearmourlegs, Pendorite Leggings
byg:pendoritearmourboots, Pendorite Boots
byg:whitecherrysapling, White Cherry Sapling
byg:pinkcherrysapling, Pink Cherry Sapling
byg:cikasapling, Cika Sapling
byg:greatoaksapling, Great Oak Sapling
byg:jacarandasapling, Jacaranda Sapling
byg:mangrovesapling, Mangrove Sapling
byg:redmaplesapling, Red Maple Sapling
byg:silvermaplesapling, Silver Maple Sapling
byg:orangeoaksapling, Orange Oak Sapling
byg:redoaksapling, Red Oak Sapling
byg:orchardsapling, Orchard Sapling
byg:paloverdesapling, Palo Verde Sapling
byg:pinesapling, Pine Sapling
byg:skyrissapling, Skyris Sapling
byg:bluesprucesapling, Blue Spruce Sapling
byg:redsprucesapling, Red Spruce Sapling
byg:orangesprucesapling, Orange Spruce Sapling
byg:yellowsprucesapling, Yellow Spruce Sapling
byg:pinkstellatasapling, Pink Stellata Sapling
byg:whitestellatasapling, White Stellata Sapling
byg:redwoodsapling, Redwood Sapling
byg:zelkovasapling, Zelkova Sapling
byg:pendoriteblock, Pendorite Block
byg:kasaiore, Kasai Ore
byg:kasaiingot, Kasai Ingot
byg:kasaiblock, Kasai Block
byg:obsidianingot, Obsidian Ingot
byg:chainplating, Chain Plating
byg:kasaichainplating, Kasai Chain Plating
byg:netherfurnace, Nether Furnace
byg:netherfurnacelit, Lit Nether Furnace
byg:baobableaves, Baobab Leaves
byg:baobablog, Baobab Log
byg:baobabplanks, Baobab Planks
byg:baobabbookshelf, Baobab Bookshelf
byg:baobabsapling, Baobab Sapling
byg:baobabfruitblock, Baobab Fruit 
byg:baobabfruit, Baobab Fruit
byg:willowsapling, Willow Sapling
byg:amaranth, Amaranth
byg:foxglove, Foxglove
byg:incanlily, Incan Lily
byg:crocus, Crocus
byg:kasaiarmourhelmet, Kasai Helmet
byg:kasaiarmourbody, Kasai Body
byg:kasaiarmourlegs, Kasai Leggings
byg:kasaiarmourboots, Kasai Boots
byg:kasaisword, Kasai Sword
byg:kasaipickaxe, Kasai Pickaxe
byg:kasaishovel, Kasai Shovel
byg:hollyberries, Holly Berries
byg:hollyleaves, Holly Leaves
byg:hollyberryleaves, Holly Berry Leaves
byg:hollylog, Holly Log
byg:hollyplanks, Holly Planks
byg:hollybookshelf, Holly Bookshelf
byg:rainboweucalyptusleaves, Rainbow Eucalyptus
byg:rainboweucalyptuslog, Rainbow Eucalyptus
byg:rainboweucalyptusplanks, Rainbow Eucalyptus Planks
byg:rainboweucalyptusbookshelf, Rainbow Eucalyptus Bookshelf
byg:cherryslab, Cherry Slab
byg:baobabslab, Baoab Slab
byg:cikaslab, Cika Slab
byg:greatoakslab, Great Oak Slab
byg:hollyslab, Holly Slab
byg:jacarandaslab, Jacaranda Slab
byg:mangroveslab, Jacaranda Slab
byg:mapleslab, Maple Slab
byg:pineslab, Pine Slab
byg:rainboweucalyptusslab, Rainbow Eucalyptus Slab
byg:redwoodslab, Redwood Slab
byg:skyrisslab, Skyris Slab
byg:willowslab, Willow Slab
byg:zelkovaslab, Zelkova Slab
byg:rainboweucalyptussapling, Rainbow Eucalyptus Sapling
byg:hollysapling, Holly Sapling
byg:witchhazellog, Witch Hazel Log
byg:witchhazelplanks, Witch Hazel Planks
byg:witchhazelleaves, Witch Hazel Leaves
byg:witchhazelleavesblooming, Blooming Witch Hazel Leaves
byg:witchhazelbookshelf, Witch Hazel Bookshelf
byg:witchhazelsapling, Witch Hazel Sapling
byg:witchhazelslab, Witch Hazel Slab
byg:snowdrops, Snowdrops
byg:wintercyclamen, Winter Cyclamen
byg:rudostage0, Rudo Stage 0
byg:rudostage1, Rudo Stage 1
byg:rudostage2, Rudo Stage 2
byg:rudostage3, Rudo Stage 3
byg:blueberrybushstage0, Blueberry Bush Stage 0
byg:blueberrybushstage1, Blueberry Bush Stage 1
byg:strawberrybushstage0, Strawberry Bush Stage 0
byg:strawberrybushstage1, Strawberry Bush Stage 1
byg:wildstrawberry, Wild Strawberry
byg:wildrudo, Wild Rudo
byg:glowcanepink, Pink Glowcane
byg:glowcanepurple, Purple Glowcane
byg:glowcaneblockpink, Pink Glowcane Block
byg:glowcaneblockpurple, Purple Glowcane Block
byg:glowcanedustpink, Pink Glowcane Dust
byg:glowcanedustpurple, Purple Glowcane Dust
byg:enchantedslab, Blue Enchanted Slab
byg:pendoritebattleaxe, Pendorite Battleaxe
byg:tamrelitebattleaxe, Tamrelite Battleaxe
byg:enchantedstick, Enchanted Stick
byg:lathariumgem, Latharium Gem
byg:lathariumore, Latharium Ore
byg:lathariumarmorhelmet, Latharium  Helmet
byg:lathariumarmorbody, Latharium  Body
byg:lathariumarmorlegs, Latharium  Leggings
byg:lathariumarmorboots, Latharium  Boots
byg:lathariumsword, Latharium Sword
byg:lathariumpickaxe, Latharium Pickaxe
byg:lathariumaxe, Latharium Axe
byg:lathariumshovel, Latharium Shovel
byg:lathariumhoe, Latharium Hoe
byg:lathariumbattleaxe, Latharium Battleaxe
byg:lathariumblock, Latharium Block
byg:blacksandstone, Black Sandstone
byg:blackchiseledsandstone, Chiseled Black Sandstone
byg:blacksmoothsandstone, Smooth Black Sandstone
byg:whitesandstone, White Sandstone
byg:whitechiseledsandstone, Chiseled White Sandstone
byg:whitesmoothsandstone, Smooth White Sandstone
byg:baobabpowder, Baobab Powder
byg:baobabstage0, Stage0 Baobab
byg:baobabastage1, Baobab Stage0
byg:baobabstage2, Baobab Stage2
byg:baobabstage3, BaobabStage3
byg:ebonylog, Ebony Log
byg:ebonyleaves, Ebony Leaves
byg:ebonyplanks, Ebony Planks
byg:rowanlog, Rowan Log
byg:rowanleaves, Rowan leaves
byg:rowanberryleaves, Rowan Berry Leaves
byg:rowanberries, Rowan Berries
byg:hawthornberries, Hawthorn Berries
byg:hawthornlog, Hawthorn Log
byg:hawthornleaves, Hawthorn Leaves
byg:hawthornberryleaves, Hawthorn Berry Leaves
byg:hawthornplanks, Hawthorn Planks
byg:rowanplanks, Rowan Planks
byg:ironwoodlog, Ironwood Log
byg:ironwoodleaves, Ironwood Leaves
byg:ironwoodplanks, Ironwood Planks
byg:redbirchleaves, Red Birch Leaves
byg:orangebirchleaves, Orange Birch Leaves
byg:brownbirchleaves, Brown Birch Leaves
byg:ebonysapling, Ebony Sapling
byg:rowansapling, Rowan Sapling
byg:hawthornsapling, Hawthorn Sapling
byg:ironwoodsapling, Ironwood Sapling
byg:ebonybookshelf, Ebony Bookshelf
byg:rowanbookshelf, Rowan Bookshelf
byg:hawthornbookshelf, Hawthorn Bookshelf
byg:ironwoodbookshelf, Ironwood Bookshelf
byg:ebonyslab, Ebony Slab
byg:rowanslab, Rowan Slab
byg:hawthornslab, Hawthorn Slab
byg:ironwoodslab, Ironwood Slab
byg:sandygrass, Sandy Grass
byg:sandydirt, Sandy Dirt
byg:hardeneddirt, Hardened Dirt
byg:glowcanestalkred, Red Glowcane
byg:glowcanestalkblue, Blue Glowcane
byg:glowcanestalkpink, Pink Glowcane
byg:glowcanestalkpurple, Purple Glowcane
byg:rockystone, Rocky Stone
byg:yellowdaffodil, Yellow Daffodil
byg:pinkdaffodil, Pink Daffodil
byg:peachleatherflower, Peach Leather Flower
byg:violetleatherflower, Violet Leather Flower
byg:whiteanemone, White Anemone
byg:pinkanemone, Pink Anemone
byg:bluesage, Blue Sage
byg:purplesage, Purple Sage
byg:whitesage, White Sage
byg:firlog, Fir Log
byg:firleaves, Fir Leaves
byg:firplanks, Fir Planks
byg:firbookshelf, Fir Bookshelf
byg:firwood, Fir Wood
byg:strippedfirlog, Stripped Fir Log
byg:strippedfirwood, Stripped Fir Wood
byg:structurecheckblock, Structure Check Block
byg:winterscilla, Winter Scilla
byg:redcelosia, Red Celosia
byg:whitecelosia, White Celosia
byg:magentacelosia, Magenta Celosia
byg:yellowcelosia, Yellow Celosia
byg:orangecelosia, Orange Celosia
byg:purplecelosia, Purple Celosia
byg:greenenchantedlog, Green Enchanted Log
byg:greenenchantedplanks, Green Enchanted Planks
byg:firsapling, Fir Sapling
byg:green_enchanted_bookshelf, Green Enchanted Bookshelf
byg:sepinite, Sepinite
byg:sepinite_tile, Sepinite Tile
byg:sepinite_pillars, Sepinite Pillars
byg:sepinite_bricks, Sepinite
byg:soapstone, Soapstone
byg:polished_soapstone, Polished Soapstone
byg:soapstone_tile, Soapstone Tile
byg:soapstone_pillars, Soapstone Pillars
byg:sodalite, Sodalite
byg:polished_sodalite, Polished Sodalite
byg:sodalite_tile, Sodalite Tile
byg:sodalite_bricks, Sodalite Bricks
byg:scoria, Scoria
byg:scoria_bricks, Scoria Bricks
byg:scoria_pillars, Scoria Pillars
byg:cyan_amaranth, Cyan Amaranth
byg:purple_amaranth, Purple Amaranth
byg:short_dead_grass, Short Dead Grass
byg:prairie_grass, Prairie Grass
byg:cracked_sand, Cracked Sand
byg:red_cracked_sand, Red Cracked Sand
byg:cypresslog, Cypress Log
byg:cypressleaves, Cypress Leaves
byg:cypressplanks, Cypress Planks
byg:cypresssapling, Cypress Sapling
byg:orange_amaranth, Orange Amaranth
byg:magenta_amaranth, Magenta Amaranth
byg:allium_bush, Allium Bush
byg:allium_bush2, Allium Bush
byg:allium_bush3, Allium Bush
byg:allium_bush4, Allium Bush
byg:allium_bush5, Allium Bush
byg:allium_bush6, Pink Allium Bush
byg:allium_bush7, Pink Allium Bush
byg:allium_bush8, Pink Allium Bush
byg:prairie_grass2, Prairie Grass
byg:prairie_grass3, Prairie Grass
byg:prairie_grass4, Prairie Grass
byg:prairie_grass5, Prairie Grass
byg:prairie_grass6, Prairie Grass
byg:prairie_grass7, Prairie Grass
byg:prairie_grass8, Prairie Grass
byg:white_skyris_leaves, White Skyris Leaves
byg:silver_apple_white_skyris_leaves, Silver Apple White Skyris Leaves
byg:silver_apple, Silver Apple
byg:blueglowshroom, Blue Glowshroom
byg:purple_glowshroom, Purple Glowshroom
byg:green_glowshroom, Green Glowshroom
byg:blanket_weed, Blanket Weed
byg:medium_blue_glowshroom, Medium Blue Glowshroom
byg:medium_purple_glowshroom, Medium Purple Glowshroom
byg:medium_green_glowshroom, Medium green Glowshroom
byg:small_blue_glowshroom, Small Blue Glowshroom
byg:small_purple_glowshroom, Small Purple Glowshroom
byg:small_green_glowshroom, Small Green Glowshroom
byg:blueglowshroomitem, Blue Glowshroom
byg:purpleglowshroomitem, Purple Glowshroom
byg:greenglowshroomitem, Green Glowshroom
byg:green_glowshroom_stew, Green Glowshroom Soup
byg:structure_check_block_disabled, Structure Check Block
byg:light_blue_sand, Light Blue Sand
byg:pink_sand, Pink Sand
byg:purple_sand, Purple Sand
byg:light_blue_sandstone, Light Blue Sandstone
byg:light_blue_chiseled_sandstone, Chiseled Light Blue Sandstone
byg:light_blue_smooth_sandstone, Smooth Light Blue Sandstone
byg:pink_sandstone, Pink Sandstone
byg:pink_chiseled_sandstone, Chiseled Pink Sandstone
byg:pink_smooth_sandstone, Smooth Pink Sandstone
byg:purple_sandstone, Purple Sandstone
byg:purple_chiseled_sandstone, Chiseled Purple Sandstone
byg:purple_smooth_sandstone, Smooth Purple Sandstone
byg:mahogany_leaves, Mahogany Leaves
byg:mahogany_log, Mahogany Log
byg:mahogany_planks, Mahogany Planks
byg:mahogany_bookshelf, Mahogany Bookshelf
byg:mahogany_sapling, Mahogany Sapling
byg:palm_leaves, Palm Leaves
byg:palm_log, Palm Log
byg:palm_planks, Palm Planks
byg:palm_bookshelf, Palm Bookshelf
byg:palm_sapling, Palm Sapling
byg:aspen_leaves, Aspen Leaves
byg:aspen_log, Aspen Log
byg:aspen_planks, Aspen Planks
byg:aspen_bookshelf, Aspen Bookshelf
byg:aspen_sapling, Aspen Sapling
byg:hawthorn_leaves_flowering, Flowering Hawthorn Leaves
byg:rockystone2, Rocky Stone
byg:yellow_birch_sapling, Yellow Birch Sapling
byg:rocky_grass, Rocky Grass
byg:aspen_wood, Aspen Wood
byg:stripped_aspen_log, Stripped Aspen Log
byg:stripped_aspen_wood, Stripped Aspen Wood
byg:cika_wood, Cika Wood
byg:stripped_cika_log, Stripped Cika Log
byg:stripped_cika_wood, Stripped Cika Wood
byg:cherry_wood, Cherry Wood
byg:stripped_cherry_log, Stripped Cherry Log
byg:stripped_cherry_wood, Stripped Cherry Wood
byg:baobab_wood, Baobab Wood
byg:stripped_baobab_log, Stripped Baobab Log
byg:stripped_baobab_wood, Stripped Baobab Wood
byg:blue_enchanted_wood, Blue Enchanted Wood
byg:stripped_blue_enchanted_log, Stripped Blue Enchanted Log
byg:stripped_blue_enchanted_wood, Stripped Blue Enchanted Wood
byg:green_enchanted_wood, Green Enchanted Wood
byg:stripped_green_enchanted_log, Stripped Green Enchanted Log
byg:stripped_green_enchanted_wood, Stripped Green Enchanted Wood
byg:great_oak_wood, Great Oak Wood
byg:stripped_great_oak_log, Stripped Great Oak Log
byg:stripped_great_oak_wood, Stripped Great Oak Wood
byg:jacaranda_wood, Jacaranda Wood
byg:stripped_jacaranda_log, Stripped Jacaranda Log
byg:stripped_jacaranda_wood, Stripped Jacaranda Wood
byg:maple_wood, Maple Wood
byg:stripped_maple_log, Stripped Maple Log
byg:stripped_maple_wood, Stripped Maple Wood
byg:mangrove_wood, Mangrove Wood
byg:stripped_mangrove_log, Stripped Mangrove Log
byg:stripped_mangrove_wood, Stripped Mangrove Wood
byg:frozen_oak_wood, Frozen Oak Wood
byg:palo_verde_wood, Palo Verde Wood
byg:stripped_palo_verde_log, Stripped Palo Verde Log
byg:stripped_palo_verde_wood, Stripped Palo Verde Wood
byg:pine_wood, Pine Wood
byg:stripped_pine_log, Stripped Pine Log
byg:stripped_pine_wood, Stripped Pine Wood
byg:skyris_wood, Skyris Wood
byg:stripped_skyris_log, Stripped Skyris Log
byg:stripped_skyris_wood, Stripped Skyirs Wood
byg:willow_wood, Willow Wood
byg:stripped_willow_log, Stripped Willow Log
byg:stripped_willow_wood, Stripped WillowWood
byg:zelkova_wood, Zelkova Wood
byg:stripped_zelkova_log, Stripped Zelkova Log
byg:stripped_zelkova_wood, Stripped Zelkova Wood
byg:redwood_wood, Redwood Wood
byg:stripped_redwood_log, Stripped Redwood Log
byg:stripped_redwood_wood, Stripped Redwood Wood
byg:holly_wood, Holly Wood
byg:stripped_holly_log, Stripped Holly Log
byg:stripped_holly_wood, Stripped Holly Wood
byg:witch_hazel_wood, Witch Hazel Wood
byg:stripped_witch_hazel_log, Stripped Witch Hazel Log
byg:stripped_witch_hazel_wood, Stripped Witch Hazel Wood
byg:ebony_wood, Ebony Wood
byg:stripped_ebony_log, Stripped Ebony Log
byg:stripped_ebony_wood, Stripped Ebony Wood
byg:rowan_wood, Rowan Wood
byg:stripped_rowan_log, Stripped Rowan Log
byg:stripped_rowan_wood, Stripped Rowan Wood
byg:hawthorn_wood, Hawthorn Wood
byg:stripped_hawthorn_log, Stripped Hawthorn Log
byg:stripped_hawthorn_wood, Stripped Hawthorn Wood
byg:cypress_wood, Cypress Wood
byg:rainbow_eucalyptus_wood, Rainbow Eucalyptus Wood
byg:stripped_rainbow_eucalyptus_log, Stripped Rainbow Eucalyptus Log
byg:stripped_rainbow_eucalyptus_wood, Stripped Rainbow Eucalyptus Wood
byg:stripped_cypress_log, Stripped Cypress Log
byg:stripped_cypress_wood, Stripped Cypress Wood
byg:ironwood_wood, Ironwood Wood
byg:stripped_ironwood_log, Stripped Ironwood Log
byg:stripped_ironwood_wood, Stripped Ironwood Wood
byg:pink_allium_bush, Pink Allium Bush
byg:daffodil, Daffodil
byg:baobabdooritem, Baobab Door
byg:reed, Reed Block
byg:reeds, Reeds
byg:cattails, Cattail
byg:cattail, Cattail
byg:osiriarose, Osiria Rose
byg:japanese_orchid, Japanese Orchid
byg:baobab_stairs, Baobab Stairs
byg:baobab_fence, Baobab Fence
byg:baobab_wall, Baobab Wall
byg:cherry_wood_wall, Cherry Wall
byg:cika_wood_wall, Cika Wall
byg:blue_enchanted_wood_wall, Blue Enchanted Wall
byg:great_oak_wood_wall, Great Oak Wall
byg:jacaranda_wood_wall, Jacaranda Wall
byg:mangrove_wood_wall, Mangrove Wall
byg:maple_wood_wall, Maple Wall
byg:frozen_oak_wood_wall, Frozen Oak Wall
byg:palo_verde_wood_wall, Palo Verde Wall
byg:pine_wood_wall, Pine Wall
byg:skyris_wood_wall, Skyris Wall
byg:willow_wood_wall, Willow Wall
byg:zelkova_wood_wall, Zelkova Wall
byg:redwood_wood_wall, Redwood Wall
byg:holly_wood_wall, Holly Wall
byg:rainbow_eucalyptus_wood_wall, Rainbow Eucalyptus Wall
byg:witch_hazel_wood_wall, Witch Hazel Wall
byg:ebony_wood_wall, Ebony Wall
byg:roawan_wood_wall, Rowan Wall
byg:hawthorn_wood_wall, Hawthorn Wall
byg:ironwood_wood_wall, Ironwood Wall
byg:fir_wood_wall, Fir Wall
byg:green_enchanted_wood_wall, Green Enchanted Wall
byg:cypress_wood_wall, Cypress Wall
byg:mahogany_wood_wall, Mahogany Wall
byg:palm_wood_wall, Palm Wall
byg:aspen_wood_wall, Aspen Wall
byg:cherry_fence, Cherry Fence
byg:cherry_stairs, Cherry Stairs
byg:cika_fence, Cika Fence
byg:cika_stairs, Cika Stairs
byg:blue_enchanted_fence, Blue Enchanted Fence
byg:blue_enchanted_stairs, Blue Enchanted Stairs
byg:great_oak_fence, Great Oak Fence
byg:great_oak_stairs, Great Oak Stairs
byg:jacaranda_fence, Jacaranda Fence
byg:jacaranda_stairs, Jacaranda Stairs
byg:mangrove_fence, Mangrove Fence
byg:mangrove_stairs, Mangrove Stairs
byg:maple_fence, Maple Fence
byg:maple_stairs, Maple Stairs
byg:frozen_oak_fence, Frozen Oak Fence
byg:frozen_oak_stairs, Frozen Oak Stairs
byg:pine_fence, Pine Fence
byg:pine_stairs, Pine Stairs
byg:skyris_fence, Skyris Fence
byg:skyris_stairs, Skyris Stairs
byg:willow_fence, Willow Fence
byg:willow_stairs, Willow Stairs
byg:zelkova_fence, Zelkova Fence
byg:zelkova_stairs, Zelkova Stairs
byg:redwood_fence, Redwood Fence
byg:redwood_stairs, Redwood Stairs
byg:holly_fence, Holly Fence
byg:holly_stairs, Holly Stairs
byg:rainbow_eucalyptus_fence, Rainbow Eucalyptus Fence
byg:rainbow_eucalyptus_stairs, Rainbow Eucalyptus Stairs
byg:witch_hazel_fence, Witch Hazel Fence
byg:witch_hazel_stairs, Witch Hazel Stairs
byg:ebony_fence, Ebony Fence
byg:ebony_stairs, Ebony Stairs
byg:hawthorn_fence, Hawthorn Fence
byg:hawthorn_stairs, Hawthorn Stairs
byg:rowan_fence, Rowan Fence
byg:rowan_stairs, Rowan Stairs
byg:ironwood_fence, Ironwood Fence
byg:ironwood_stairs, Ironwood Stairs
